"","label","MAG","domain","phylum","class","order","family","genus","species","lowest","mag_length","completeness","log2FoldChange_diet","padj_diet","baseMean_diet","log2FoldChange_devstage","padj_devstage","baseMean_devstage","significant_diet","significant_devstage","direction_diet","direction_devstage","diet","dev_stage","metaT_diet","metaT_devstage"
"48","TC4_40:bin_000138","MAG370","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides",NA,"g__Cryptobacteroides",2655307,0.965649546361306,NA,NA,NA,NA,NA,NA,"","","","","control","control",91.2951965851113,91.2951965851113
"49","TC3_40:bin_000234","MAG330","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp004552965","s__Cryptobacteroides sp004552965",1768382,0.901925036558843,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",138.344818545775,46.7138416311036
"50","TC3_40:bin_000234","MAG330","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp004552965","s__Cryptobacteroides sp004552965",1768382,0.901925036558843,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",138.344818545775,91.6309769146711
"51","TC3_40:bin_000234","MAG330","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp004552965","s__Cryptobacteroides sp004552965",1768382,0.901925036558843,NA,NA,NA,NA,NA,NA,"","","","","control","control",82.9472950965947,82.9472950965947
"52","D300053:bin_000083","MAG100","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp022777585","s__Cryptobacteroides sp022777585",3246466,0.994649566636459,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",167.409378103146,65.2755137282034
"53","D300053:bin_000083","MAG100","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp022777585","s__Cryptobacteroides sp022777585",3246466,0.994649566636459,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",167.409378103146,102.133864374943
"54","D300053:bin_000083","MAG100","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp022777585","s__Cryptobacteroides sp022777585",3246466,0.994649566636459,NA,NA,NA,NA,NA,NA,"","","","","control","control",102.078243658785,102.078243658785
"55","D300068:bin_000023","MAG191","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp004555145","s__Cryptobacteroides sp004555145",1917435,0.99991603365955,-4.19055629810774,0.00547783652951877,48559.0572215923,NA,NA,NA,"*","","control","","AcGGM","pre-weaning",140.88852988419,54.539019644743
"56","D300068:bin_000023","MAG191","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp004555145","s__Cryptobacteroides sp004555145",1917435,0.99991603365955,-4.19055629810774,0.00547783652951877,48559.0572215923,NA,NA,NA,"*","","control","","AcGGM","post-weaning",140.88852988419,86.3495102394472
"57","D300068:bin_000023","MAG191","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp004555145","s__Cryptobacteroides sp004555145",1917435,0.99991603365955,-4.19055629810774,0.00547783652951877,48559.0572215923,NA,NA,NA,"*","","control","","control","control",98.1801000179393,98.1801000179393
"58","TC4_40:bin_000027","MAG346","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Egerieousia","Egerieousia sp004561775","s__Egerieousia sp004561775",1843189,0.97651624440033,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",143.607037404421,53.5093328359956
"59","TC4_40:bin_000027","MAG346","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Egerieousia","Egerieousia sp004561775","s__Egerieousia sp004561775",1843189,0.97651624440033,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",143.607037404421,90.0977045684257
"60","TC4_40:bin_000027","MAG346","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Egerieousia","Egerieousia sp004561775","s__Egerieousia sp004561775",1843189,0.97651624440033,NA,NA,NA,NA,NA,NA,"","","","","control","control",92.6088534651248,92.6088534651248
"61","TC3_40:bin_000034","MAG274","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes sp945494785","s__Alistipes sp945494785",1558458,0.995838835566951,-4.47939702038963,0.0442278872995351,23164.4959139716,-5.14350007730245,0.0260031974229545,23164.4959139716,"*","*","control","post-weaning","AcGGM","pre-weaning",113.547240923061,40.7231794606943
"62","TC3_40:bin_000034","MAG274","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes sp945494785","s__Alistipes sp945494785",1558458,0.995838835566951,-4.47939702038963,0.0442278872995351,23164.4959139716,-5.14350007730245,0.0260031974229545,23164.4959139716,"*","*","control","post-weaning","AcGGM","post-weaning",113.547240923061,72.8240614623666
"63","TC3_40:bin_000034","MAG274","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes sp945494785","s__Alistipes sp945494785",1558458,0.995838835566951,-4.47939702038963,0.0442278872995351,23164.4959139716,-5.14350007730245,0.0260031974229545,23164.4959139716,"*","*","control","post-weaning","control","control",90.0338038291146,90.0338038291146
"64","D300050:bin_000028","MAG075","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","RF16",NA,"g__RF16 (2)",2523559,0.999804244719462,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",154.208845515885,57.3544105772323
"65","D300050:bin_000028","MAG075","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","RF16",NA,"g__RF16 (2)",2523559,0.999804244719462,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",154.208845515885,96.854434938653
"66","D300050:bin_000028","MAG075","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","RF16",NA,"g__RF16 (2)",2523559,0.999804244719462,NA,NA,NA,NA,NA,NA,"","","","","control","control",112.436308756104,112.436308756104
"67","D300044:bin_000014","MAG037","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","RF16",NA,"g__RF16 (1)",2579572,0.999957744928228,NA,NA,NA,-7.38852131069615,4.24389288924897e-06,731561.781242087,"","*","","post-weaning","AcGGM","pre-weaning",175.855881375005,56.453391160493
"68","D300044:bin_000014","MAG037","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","RF16",NA,"g__RF16 (1)",2579572,0.999957744928228,NA,NA,NA,-7.38852131069615,4.24389288924897e-06,731561.781242087,"","*","","post-weaning","AcGGM","post-weaning",175.855881375005,119.402490214512
"69","D300044:bin_000014","MAG037","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","RF16",NA,"g__RF16 (1)",2579572,0.999957744928228,NA,NA,NA,-7.38852131069615,4.24389288924897e-06,731561.781242087,"","*","","post-weaning","control","control",110.477450332955,110.477450332955
"70","TC1_40:bin_000048","MAG220","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","RF16",NA,"g__RF16 (3)",2448347,0.99996855020959,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",138.889700959244,44.1535970015939
"71","TC1_40:bin_000048","MAG220","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","RF16",NA,"g__RF16 (3)",2448347,0.99996855020959,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",138.889700959244,94.7361039576503
"72","TC1_40:bin_000048","MAG220","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","RF16",NA,"g__RF16 (3)",2448347,0.99996855020959,NA,NA,NA,NA,NA,NA,"","","","","control","control",105.273286616629,105.273286616629
"73","D300046:bin_000012","MAG049","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Aphodosoma","Aphodosoma sp016292775","s__Aphodosoma sp016292775",2195124,0.999831444601763,NA,NA,NA,-4.02924222553691,0.0192796145026414,12750.3148258032,"","*","","post-weaning","AcGGM","pre-weaning",141.818342933063,51.1095911418105
"74","D300046:bin_000012","MAG049","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Aphodosoma","Aphodosoma sp016292775","s__Aphodosoma sp016292775",2195124,0.999831444601763,NA,NA,NA,-4.02924222553691,0.0192796145026414,12750.3148258032,"","*","","post-weaning","AcGGM","post-weaning",141.818342933063,90.7087517912525
"75","D300046:bin_000012","MAG049","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Aphodosoma","Aphodosoma sp016292775","s__Aphodosoma sp016292775",2195124,0.999831444601763,NA,NA,NA,-4.02924222553691,0.0192796145026414,12750.3148258032,"","*","","post-weaning","control","control",78.7984323781998,78.7984323781998
"76","TC4_40:bin_000105","MAG363","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ovatus","s__Bacteroides ovatus",6037672,0.996719927813237,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",139.959517707999,59.036540834156
"77","TC4_40:bin_000105","MAG363","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ovatus","s__Bacteroides ovatus",6037672,0.996719927813237,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",139.959517707999,80.9229768738435
"78","TC4_40:bin_000105","MAG363","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ovatus","s__Bacteroides ovatus",6037672,0.996719927813237,NA,NA,NA,NA,NA,NA,"","","","","control","control",86.2681357852289,86.2681357852289
"79","TC1_40:bin_000086","MAG225","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Mediterranea","Mediterranea pullorum","s__Mediterranea pullorum",3084835,0.988081696427848,5.07135383087247,0.0035911699647946,38581.1460234403,5.24802964166521,6.35306673744379e-05,38581.1460234403,"*","*","AcGGM","pre-weaning","AcGGM","pre-weaning",151.548220150566,70.3128969439015
"80","TC1_40:bin_000086","MAG225","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Mediterranea","Mediterranea pullorum","s__Mediterranea pullorum",3084835,0.988081696427848,5.07135383087247,0.0035911699647946,38581.1460234403,5.24802964166521,6.35306673744379e-05,38581.1460234403,"*","*","AcGGM","pre-weaning","AcGGM","post-weaning",151.548220150566,81.2353232066647
"81","TC1_40:bin_000086","MAG225","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Mediterranea","Mediterranea pullorum","s__Mediterranea pullorum",3084835,0.988081696427848,5.07135383087247,0.0035911699647946,38581.1460234403,5.24802964166521,6.35306673744379e-05,38581.1460234403,"*","*","AcGGM","pre-weaning","control","control",77.2227969460998,77.2227969460998
"82","TC3_40:bin_000022","MAG271","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Mediterranea",NA,"g__Mediterranea (2)",3331879,0.972036499524743,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",154.542565546507,57.0805512655047
"83","TC3_40:bin_000022","MAG271","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Mediterranea",NA,"g__Mediterranea (2)",3331879,0.972036499524743,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",154.542565546507,97.4620142810018
"84","TC3_40:bin_000022","MAG271","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Mediterranea",NA,"g__Mediterranea (2)",3331879,0.972036499524743,NA,NA,NA,NA,NA,NA,"","","","","control","control",94.4324221026754,94.4324221026754
"85","TC3_40:bin_000019","MAG269","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Mediterranea",NA,"g__Mediterranea (1)",3277321,0.962550204877703,NA,NA,NA,-6.57651879914515,6.77098510267943e-05,241129.82619794,"","*","","post-weaning","AcGGM","pre-weaning",159.706411377069,52.2716906892159
